,Flux1.100m,Energy_Flux100,Significance,nu,nufnu,Variability_Index,Pivot_Energy,X.name,z,Gaia_G_Magnitude,PL_Index,LP_Index,LP_beta,Label
800,9.779999999999972e-11,1.5999999999999092e-12,6.066745299999994,1.049999999999906e+17,5.330000000000351e-12,16.460187999999974,9528.904000000048,4FGL J1253.5-3934,0.179,18.1402,1.6649123,1.3581669,0.47283247,BLL
801,7.809999999999993e-10,8.519999999999992e-12,23.192471999999903,8319999999999534.0,2.0600000000002227e-12,17.20324099999994,2096.541299999983,4FGL J1253.8+0327,0.065686,16.5682,1.9897273,1.9160954,0.07396805,BLL
802,4.110000000000009e-10,3.570000000000062e-12,21.547421999999987,91199999999996.7,7.969999999999786e-13,46.599013999999464,2276.7803000000185,4FGL J1253.8+6242,0.867,18.1559,1.9866604,1.9577627,0.022893498,BLL
803,5.670000000000056e-10,6.990000000000301e-12,20.57799499999997,1049999999999906.0,1.700000000000105e-12,31.1973700000003,1816.2440999999822,4FGL J1254.5+2210,0.509,17.5112,2.0890749,2.013007,0.0618591,BLL
804,2.9400000000000147e-10,3.730000000000101e-12,8.904209000000003,47900000000003.97,1.4500000000000813e-12,11.466104000000108,1231.6928999999873,4FGL J1254.9-4426,0.041,17.0869,2.4069643,2.4169464,-0.012332998,BLL
805,2.3099999999999747e-10,6.2199999999997275e-12,10.26918700000004,402000000000.0269,6.100000000000451e-13,28.020407000000272,459.47709999999955,4FGL J1254.9+1138,0.872,16.8045,2.7910984,2.7449155,0.20382123,FSRQ
806,4.1999999999999946e-08,2.790000000000016e-10,291.6324999999968,5150000000000.113,3.529999999999818e-11,30121.30499999979,466.0456999999951,4FGL J1256.1-0547,0.536,15.3645,2.2900188,2.1964812,0.07365552,FSRQ
807,7.739999999999954e-10,9.340000000000128e-12,24.308878000000224,2660000000000207.0,1.3799999999998828e-12,9.959139999999993,2631.13959999997,4FGL J1256.2-1146,0.0579,16.4717,1.9203418,1.8916119,0.027190592,BLL
808,5.200000000000004e-10,6.2900000000004395e-12,21.245773000000106,794000000000008.5,1.4400000000001667e-12,42.318496999999816,1896.842800000004,4FGL J1257.2+3646,0.530688,17.8939,2.027405,1.9161618,0.09946757,BLL
809,5.940000000000085e-11,9.460000000000176e-13,4.2946186,4.790000000000417e+18,7.800000000000359e-12,5.625222999999999,8926.592999999983,4FGL J1257.6+2413,0.141,18.0118,1.65433,1.5865475,0.07369882,BLL
810,1.1100000000000049e-09,1.0999999999999379e-11,36.97167000000042,12999999999998.889,3.280000000000162e-12,362.6533799999962,750.8740000000013,4FGL J1257.8+3228,0.806,18.1402,2.3248267,2.2190766,0.10283151,FSRQ
811,1.5599999999999951e-10,1.849999999999939e-12,9.392860999999995,266000000000020.72,7.310000000000671e-13,9.088310000000002,2685.0993999999946,4FGL J1258.3+6121,0.224,19.5394,2.0183184,1.8417019,0.17072977,BLL
812,1.1100000000000049e-09,1.4300000000001244e-11,27.676662000000057,1780000000000.024,7.490000000000585e-13,208.4431199999991,675.7168600000048,4FGL J1258.6-1759,1.956,19.8612,2.392148,2.2329552,0.13740543,FSRQ
813,1.7300000000000196e-10,1.9799999999998575e-12,6.588876999999994,7940000000000084.0,2.0000000000000904e-12,16.72534199999995,6211.515999999979,4FGL J1258.7-0452,0.586,18.3167,1.7767287,1.6307595,0.22582921,BLL
814,1.9799999999999952e-09,2.1699999999998517e-11,39.290000000000354,6239999999999.651,2.5299999999998994e-12,508.70486000000267,814.2193999999954,4FGL J1258.8-2219,1.303,18.4612,2.3946154,2.3314855,0.093483284,FSRQ
815,7.080000000000013e-10,6.389999999999994e-12,18.335804000000127,25099999999997.758,4.159999999999596e-12,75.7901999999995,2473.7379999999976,4FGL J1259.1-2311,0.481,17.8259,2.0887594,2.0414786,0.041192558,BLL
816,8.139999999999974e-10,9.229999999999763e-12,19.450618999999794,20900000000002.234,1.7100000000001827e-12,138.02230999999847,834.5473000000048,4FGL J1259.7-3223,0.01375,19.0806,2.4014373,2.3235683,0.12811853,BLL
817,4.2899999999999536e-10,9.38999999999977e-12,19.346883999999868,12700000000001.258,5.060000000000007e-13,35.534884999999846,443.06447999999625,4FGL J1300.4+1416,1.108552,18.4105,2.737849,2.6904724,0.08541209,FSRQ
818,1.4800000000000065e-10,1.8399999999998435e-12,6.892245299999993,230999999999976.7,6.359999999999785e-13,20.556547000000233,1903.5817999999847,4FGL J1301.5+4413,0.435,18.9764,2.1641994,2.1764445,-0.012077019,BLL
819,1.4000000000000063e-10,1.9399999999998827e-12,7.817955999999999,23699999999999.836,4.210000000000301e-13,17.095386999999874,3212.4003999999627,4FGL J1301.6+4056,0.652,18.0969,1.9293355,1.8171483,0.11448506,BLL
820,1.9100000000000102e-10,2.9500000000002562e-12,9.69349100000001,5250000000000.517,3.1900000000001424e-13,32.668635999999765,836.5729999999959,4FGL J1301.6+3336,1.0084,19.8193,2.5930498,2.5484776,0.059609827,FSRQ
821,6.179999999999785e-11,1.049999999999906e-11,4.6326984999999965,10099999999999.02,1.199999999999932e-12,7.876703699999997,377.4940500000028,4FGL J1302.7+4750,0.14,21.256605,2.980853,3.0153053,-0.088700734,BLL
822,1.8499999999999845e-09,1.849999999999939e-11,49.62626599999997,13799999999998.828,1.5300000000000018e-12,233.03273000000144,867.8978999999918,4FGL J1303.0+2434,0.993,18.8778,2.1792088,2.0660207,0.08150424,BLL
823,4.149999999999981e-10,5.850000000000269e-12,11.514186999999994,36100000000003.52,9.450000000000823e-13,60.35220000000025,1688.4258999999956,4FGL J1303.6-4622,1.664,20.3795,2.2143722,2.0933843,0.17294118,FSRQ
824,1.5899999999999979e-10,2.2599999999999924e-12,6.770482999999995,34900000000001.555,9.69000000000076e-13,21.991465000000236,1031.8117999999931,4FGL J1304.0+3704,0.425,17.4677,2.4357843,2.4038093,0.066626094,BLL
825,1.110000000000005e-10,1.8100000000000632e-12,3.5826664000000017,3629999999999.888,6.29000000000044e-13,23.28827299999983,2075.4580000000165,4FGL J1304.6-0348,1.25,20.512562,2.1760554,1.8734926,0.497502,FSRQ
826,6.140000000000033e-10,4.339999999999899e-12,22.833822000000232,3670000000000.086,1.4500000000000813e-12,126.21162399999935,738.1809700000075,4FGL J1308.5+3547,1.055,19.4904,2.3659832,2.1820302,0.22935683,FSRQ
827,1.640000000000007e-09,1.630000000000161e-11,49.460903000000044,519000000000050.7,2.5999999999998952e-12,30.65306299999969,1387.2941999999898,4FGL J1309.4+4305,0.691,16.904,1.9040123,1.7688699,0.0835378,BLL
828,4.3300000000000543e-10,4.920000000000445e-12,15.106819999999889,1579999999999917.8,2.1699999999998516e-12,6.726305500000001,2322.8261999999854,4FGL J1310.2-1158,0.14,17.7822,2.035203,2.0176554,0.018214596,BLL
829,2.4499999999999905e-09,2.7099999999999647e-11,29.93992599999986,5310000000000.379,5.820000000000151e-12,434.65316999999743,2154.860600000023,4FGL J1310.5+3221,0.997,19.2228,2.3395188,2.4247034,0.05325568,FSRQ
830,2.4100000000000046e-10,3.470000000000208e-12,13.1450579999999,2399999999999.9624,1.4700000000000794e-12,17.701480000000174,771.7884000000034,4FGL J1310.9+5514,0.9245,19.4468,2.5073543,2.4713447,0.04492496,FSRQ
831,3.950000000000003e-10,3.889999999999925e-12,11.576495000000047,312999999999965.3,1.339999999999974e-12,11.046606999999874,3160.0265999999756,4FGL J1311.0+0034,0.002307,17.928,2.0976243,2.1241715,-0.035413537,BLL
832,8.850000000000084e-10,1.3599999999999454e-11,11.38562100000002,5889999999999.98,2.159999999999844e-12,96.70068999999968,2327.386499999998,4FGL J1311.0+3233,1.639,18.3818,2.398504,2.2727187,0.2509056,FSRQ
833,2.4299999999999848e-09,1.2700000000001257e-11,46.41113300000006,1000000000000000.0,4.489999999999762e-12,224.00318999999908,1405.239500000011,4FGL J1312.4-2156,1.491,16.7872,2.0170019,1.8266842,0.1514602,BLL
834,5.600000000000003e-10,6.66999999999926e-12,17.90083999999997,2660000000000207.0,1.6199999999998834e-12,11.181668000000101,3821.777999999978,4FGL J1312.8-2350,0.46,18.1451,1.8508908,1.7456113,0.09347008,BLL
835,1.5199999999999941e-09,1.1200000000000466e-11,40.20913699999985,3270000000000.1094,5.220000000000447e-13,573.5517600000001,595.5575999999991,4FGL J1312.8-0425,0.8249,20.0311,2.3968716,2.205302,0.16527848,FSRQ
836,3.189999999999986e-10,4.529999999999662e-12,14.115623999999848,1e+17,5.050000000000439e-12,8.165631000000007,8204.62000000005,4FGL J1315.0-4236,0.105,16.1693,1.6855085,1.6248267,0.04129294,BLL
837,2.3099999999999747e-10,2.509999999999776e-12,10.153162000000032,7.590000000000322e+16,1.6600000000001694e-12,15.756300999999967,4745.685500000002,4FGL J1315.5+1135,0.73,18.6639,1.7921737,1.561182,0.217312,BLL
838,2.3900000000000164e-09,2.919999999999875e-11,48.05999399999983,7619999999999.9795,3.5099999999998043e-12,590.0541400000034,803.9794999999956,4FGL J1316.1-3338,1.21,17.9032,2.3257072,2.253555,0.07263666,FSRQ
839,4.10000000000005e-10,5.190000000000507e-12,18.695802999999824,6759999999999.454,2.1200000000002398e-12,118.94390000000043,749.2148399999955,4FGL J1317.6+3428,1.05,18.1911,2.5342805,2.495625,0.08131973,FSRQ
840,2.010000000000003e-10,2.3699999999999836e-12,8.348739999999994,960999999999899.6,1.3999999999998801e-12,14.623976000000114,2957.7915000000116,4FGL J1319.5+1404,0.573,17.7966,2.0044272,1.7419469,0.25401035,BLL
841,1.4800000000000065e-10,2.3899999999997913e-12,6.479260999999994,288999999999968.3,4.3699999999997865e-13,43.37310400000026,1074.2118000000037,4FGL J1320.7+3314,0.923783,18.8726,2.5084217,2.4255495,0.2921046,FSRQ
842,1.9600000000000172e-09,2.1599999999998444e-11,52.342219999999855,9119999999999.67,1.8599999999999266e-12,351.2183499999982,654.6313999999934,4FGL J1321.1+2216,0.943,18.6946,2.3711362,2.2814472,0.07754841,FSRQ
843,1.4400000000000017e-10,2.3599999999999645e-12,5.290531599999996,1459999999999.8777,3.980000000000112e-13,9.889284000000002,874.6423000000055,4FGL J1321.3-2641,2.027,18.2861,2.5858026,2.6542943,-0.08695526,FSRQ
844,2.700000000000014e-10,4.409999999999608e-12,11.137732500000075,4170000000000.4097,5.719999999999681e-13,84.66651999999915,1133.217299999996,4FGL J1322.0+8317,1.024,20.1907,2.395293,2.257279,0.13862546,FSRQ
845,2.879999999999992e-10,3.940000000000238e-12,10.379155999999899,8910000000000.531,2.1799999999999746e-12,35.58817300000034,1418.345200000007,4FGL J1322.2+0842,0.32549,19.6296,2.2621434,2.2965708,-0.023108542,FSRQ
846,6.709999999999979e-10,1.3699999999999801e-11,24.20163300000021,2399999999999.9624,1.199999999999932e-12,371.38546999999846,561.9884000000051,4FGL J1322.6-0936,1.864,18.8491,2.6208105,2.563923,0.100467786,FSRQ
847,1.7499999999999857e-10,2.0400000000000022e-12,7.7428474000000005,1.0699999999999784e+16,4.179999999999661e-12,15.240458999999923,3461.983600000034,4FGL J1322.9+0437,0.224,18.2209,1.9224485,1.5894852,0.36841738,BLL
848,4.82000000000001e-10,6.14000000000046e-12,17.76457399999991,1410000000000065.5,1.2199999999998658e-12,29.39101399999971,3120.3005000000067,4FGL J1323.9+1405,0.47,18.2882,1.8782538,1.7014786,0.13810633,BLL
849,2.130000000000015e-10,2.6899999999999536e-12,11.315614999999893,5889999999999.98,4.0299999999999066e-13,99.02129999999974,694.1646999999977,4FGL J1324.9+4748,2.26,20.6869,2.6739085,2.6359885,0.05530411,FSRQ
850,1.3899999999999825e-10,8.209999999999243e-13,5.983363599999997,452000000000018.8,5.759999999999844e-13,10.985916000000117,3720.9559999999833,4FGL J1325.6-0227,0.8,19.9931,1.8784953,1.8180337,0.3515659,BLL
851,1.0700000000000002e-10,1.189999999999918e-12,4.685387599999997,4.899999999999842e+16,1.5000000000000617e-12,8.763535999999993,3935.8835000000267,4FGL J1326.1+1232,0.204153,17.8439,1.9400831,1.4296815,0.36594322,BLL
852,5.679999999999761e-11,1.0199999999999593e-12,4.120278400000005,4170000000000.4097,2.2500000000001944e-13,7.187767000000003,12709.541999999896,4FGL J1326.7-0503,1.882,19.2142,1.6777644,1.5748962,0.08173117,FSRQ
853,1.2700000000000115e-09,1.7600000000002038e-11,39.436156999999994,3020000000000.342,1.930000000000115e-12,178.38589999999817,585.4688000000048,4FGL J1326.9+2210,1.398,19.0781,2.492763,2.3827784,0.11834725,FSRQ
854,8.899999999999755e-11,9.370000000000477e-12,5.355500700000001,8.710000000000725e+16,1.2100000000001404e-12,10.30573800000003,8730.989999999963,4FGL J1328.6+1145,0.49,19.510727,1.6977489,1.4979415,0.1870225,BLL
855,1.1199999999999963e-10,1.3499999999999793e-12,7.568434699999995,8.130000000000629e+16,1.4599999999998777e-12,4.5998144000000005,4853.951999999972,4FGL J1331.0+5653,0.7,19.3533,1.8729216,1.3789018,0.2817551,BLL
856,4.5600000000000587e-10,9.470000000000592e-12,10.267676999999978,87100000000007.25,6.609999999999397e-13,29.981906999999687,1116.694500000004,4FGL J1331.2-1325,0.25,20.3409,2.5995944,2.4885461,0.22775152,BLL
857,1.2800000000000064e-10,3.720000000000021e-12,5.4508033,4469999999999.627,4.609999999999489e-13,18.469839999999998,485.877440000005,4FGL J1331.7-0343,1.352,18.7718,2.9183896,1.6186908,0.6955592,FSRQ
858,2.6500000000000167e-09,3.969999999999863e-11,54.49943000000021,4850000000000.4,7.490000000000585e-12,2172.37670000001,522.8799999999967,4FGL J1332.0-0509,2.15,18.5711,2.5144165,2.3939517,0.1668687,FSRQ
859,1.999999999999992e-10,3.0000000000002586e-12,9.948708,4469999999999.627,7.080000000000505e-13,38.20216399999988,711.5856000000068,4FGL J1332.2+4722,0.6687,18.4659,2.6418126,2.5962863,0.07236764,FSRQ
860,3.2000000000000282e-09,3.029999999999967e-11,53.14258999999987,1859999999999.9265,4.929999999999654e-13,670.3314999999942,973.6379400000037,4FGL J1332.6-1256,1.492,19.7999,2.4186203,2.4025974,0.13098975,FSRQ
861,4.6200000000000445e-10,5.9999999999993896e-12,18.67987799999993,2090000000000.2234,1.3900000000000167e-12,33.326552999999876,961.9028299999977,4FGL J1333.2+2725,0.731,19.7738,2.3151128,2.2730188,0.057000455,FSRQ
862,9.710000000000125e-10,9.049999999999944e-12,35.34719499999974,36299999999998.88,2.6800000000000694e-13,340.37859999999904,764.2351699999992,4FGL J1333.7+5056,1.362,19.8072,2.3384774,2.2536297,0.08960357,FSRQ
863,1.1000000000000143e-10,1.3599999999999455e-12,5.834388700000006,275000000000023.75,1.0199999999999593e-12,11.647231999999958,1707.357900000013,4FGL J1334.5+5634,0.342578,18.3756,2.360104,2.3710468,-0.03133685,FSRQ
864,3.1199999999999784e-10,3.6100000000003528e-12,11.501259000000012,244999999999982.03,1.7600000000002037e-12,15.468118999999904,2843.809599999978,4FGL J1335.3-2949,0.25,18.9904,1.9710115,1.9533206,0.026918694,BLL
865,1.640000000000007e-10,2.1699999999998516e-12,7.816114999999996,1049999999999906.0,7.379999999999282e-13,17.412489000000164,2793.3295999999764,4FGL J1336.2+2320,0.267,19.94949,1.9977722,1.6989238,0.23234841,BLL
866,9.27000000000006e-11,1.8399999999998435e-12,5.723601999999998,8469999999999.876,6.189999999999755e-13,28.518463000000075,568.6129000000035,4FGL J1337.4+5502,1.099576,17.8695,2.7583983,2.7577019,0.020903395,FSRQ
867,1.7200000000000027e-09,1.939999999999883e-11,37.398769999999686,3020000000000.342,1.1700000000001018e-11,95.44394999999943,754.0608999999924,4FGL J1337.6-1257,0.539,17.9459,2.4217038,2.3047152,0.13841592,FSRQ
868,1.7200000000000026e-10,3.4600000000001816e-12,9.914528000000006,7070000000000.01,5.169999999999502e-13,26.17191500000023,617.9032999999997,4FGL J1338.0+6534,0.946,19.685,2.7232666,2.6413794,0.12193084,FSRQ
869,2.760000000000014e-10,3.0099999999996966e-12,9.011130999999999,4790000000000.396,1.0400000000000477e-12,40.00107200000034,1545.7077999999858,4FGL J1339.1-2620,1.51,20.3997,2.2433553,2.1654377,0.09882291,FSRQ
870,2.840000000000019e-10,1.780000000000024e-12,7.839284400000007,5129999999999.815,4.510000000000409e-13,35.821590000000135,1256.1720999999964,4FGL J1339.9-0138,1.62,18.7636,2.3094804,2.1177254,0.6797216,FSRQ
871,1.2200000000000054e-10,2.0100000000000522e-12,8.60355300000001,1.2199999999998608e+16,2.730000000000282e-12,12.144615000000043,8152.756999999948,4FGL J1340.5+4409,0.546,18.6736,1.6635898,1.6071249,0.056036137,BLL
872,3.2899999999999643e-10,3.4600000000001816e-12,10.734975000000023,2090000000000223.2,1.3799999999998828e-12,13.078874000000098,2158.6362000000004,4FGL J1340.8-0409,0.223,17.8127,2.0087214,1.879317,0.2162862,BLL
873,2.1399999999999918e-10,2.7800000000001473e-12,11.267283999999906,2.6800000000000694e+17,2.8300000000000604e-12,9.470670999999994,4041.4137999999602,4FGL J1341.2+3958,0.172,18.3814,1.8634467,1.8959382,-0.019756861,BLL
874,8.659999999999083e-11,1.1599999999999516e-12,4.342083499999999,244999999999982.03,1.2700000000001259e-12,10.433924000000056,2832.3156999999796,4FGL J1341.6+5515,0.207,17.9156,2.0897882,1.9493619,0.15826161,BLL
875,3.0999999999999774e-10,7.500000000000002e-12,10.441670999999982,3159999999999.978,1.9600000000001055e-12,106.78214000000114,517.867299999995,4FGL J1341.8-2053,1.582,18.7106,2.731449,2.6818924,0.114674285,FSRQ
876,2.800000000000001e-10,3.0500000000001003e-12,10.131088999999891,562000000000050.56,9.529999999999411e-13,17.002289000000147,1819.864699999995,4FGL J1342.6+0944,0.28279,19.0176,2.1467204,2.068207,0.08628553,FSRQ
877,2.4900000000000204e-10,2.9800000000003112e-12,8.615796999999995,15000000000000.617,2.0299999999999403e-12,7.309053400000004,1308.207499999991,4FGL J1342.7+0505,0.13648,18.1913,2.3034964,2.3028684,-0.002059971,BLL
878,7.260000000000103e-11,1.700000000000105e-12,4.663542299999998,682000000000031.9,4.1400000000000056e-13,19.888649000000132,623.4786999999988,4FGL J1343.6+5755,0.933,18.788837,2.7190156,2.723675,-0.009852556,FSRQ
879,2.1000000000000013e-10,2.929999999999932e-12,10.990433999999894,1949999999999.9214,5.179999999999599e-13,21.345485999999937,1269.9008999999937,4FGL J1344.0+6605,1.351,19.6179,2.403549,2.36178,0.06499487,FSRQ
880,1.6699999999999864e-09,1.7600000000002038e-11,35.666480000000284,8610000000000.885,2.4100000000001725e-12,503.96453999999653,894.141970000007,4FGL J1344.2-1723,2.49,20.0339,2.232561,2.106283,0.12179085,FSRQ
881,8.399999999999973e-09,9.420000000000492e-11,155.21372999999986,2369999999999.984,5.769999999999592e-13,4295.168499999999,455.58706999999737,4FGL J1345.5+4453,2.534,19.7116,2.273348,2.1713276,0.078009024,FSRQ
882,6.569999999999992e-10,1.1499999999999674e-11,21.006341999999833,7940000000000.084,2.3899999999997913e-12,210.76517999999754,760.6567399999911,4FGL J1345.8+0706,1.0933,19.4263,2.443117,2.4143183,0.0509104,FSRQ
883,6.270000000000057e-10,4.950000000000351e-12,15.827206999999877,33400000000002.74,1.0199999999999593e-12,51.92350999999995,1069.2851999999887,4FGL J1347.6-3751,1.3,19.5705,2.3374417,2.1696515,0.1965725,FSRQ
884,1.4499999999999865e-10,3.239999999999913e-12,5.905906999999994,5129999999999816.0,5.979999999999859e-12,13.280960000000105,3317.723599999994,4FGL J1348.9+0756,0.25,19.089281,2.0511951,2.048555,0.006608917,BLL
885,8.720000000000042e-10,1.3799999999998827e-11,24.490959999999806,100000000000000.0,1.550000000000033e-12,486.4656399999986,735.9257000000023,4FGL J1349.5-1131,0.34,18.2023,2.4940784,2.427721,0.10485799,FSRQ
886,5.520000000000007e-10,8.93999999999962e-12,23.023532999999883,6239999999999.651,1.4599999999998777e-12,220.00219999999965,712.6063000000065,4FGL J1350.8+3033,0.711515,18.9408,2.4153125,2.356916,0.090441614,FSRQ
887,2.510000000000012e-10,2.9500000000002562e-12,9.296513000000006,9119999999999.67,4.0200000000002696e-13,92.55445000000084,999.8861999999912,4FGL J1351.0+0029,2.084,19.6751,2.436807,2.3605595,0.099944994,FSRQ
888,9.520000000000555e-11,1.1100000000001094e-12,4.599339999999998,7080000000000505.0,7.600000000000155e-13,7.2734527999999985,2658.365999999987,4FGL J1351.9+2847,0.267797,17.7031,2.0250618,1.8119193,0.22210515,BLL
889,1.7300000000000196e-10,2.5299999999998994e-12,8.172845999999993,2660000000000207.0,1.5699999999998758e-12,14.403831500000026,2414.8808999999824,4FGL J1353.2+3740,0.216,18.2443,2.1254454,1.9128402,0.16590188,BLL
890,4.800000000000024e-10,5.719999999999681e-12,17.174062999999972,30899999999997.535,1.2500000000001274e-12,41.1291099999998,1282.257999999996,4FGL J1353.3+1434,0.405,18.7756,2.2494407,2.2484863,0.00124807,BLL
891,1.2800000000000064e-10,1.009999999999902e-12,6.550287700000002,467999999999973.9,7.329999999999524e-13,14.154314000000133,2900.753199999987,4FGL J1353.4+5600,0.404,18.868,2.1800358,2.1909838,-0.0191425,BLL
892,1.990000000000015e-10,4.060000000000047e-12,9.728157000000008,794000000000.0084,3.8799999999999406e-13,11.647773000000042,427.733900000004,4FGL J1354.3-0206,3.716,19.8141,2.7275488,2.2953503,0.5358364,FSRQ
893,2.700000000000014e-10,3.239999999999913e-12,12.499343000000128,7329999999999525.0,6.710000000000117e-12,8.014044000000005,2898.7240000000193,4FGL J1354.4+3707,0.383965,17.2281,2.0211153,1.9840295,0.03781749,BLL
894,1.2900000000000023e-10,3.239999999999913e-12,4.809037700000001,250999999999977.56,5.239999999999672e-13,13.009823000000067,2987.9186999999874,4FGL J1354.7+0623,0.276,19.224072,2.0700006,1.9259948,0.12225576,BLL
895,8.660000000000075e-10,9.349999999999627e-12,23.448746000000003,4899999999999.842,2.6100000000001167e-12,172.78383000000153,740.5758999999996,4FGL J1354.8-1041,0.33,17.2706,2.4198596,2.2708366,0.18440214,FSRQ
896,1.8899999999999793e-10,4.369999999999786e-12,8.890324000000003,137999999999988.28,9.049999999999944e-12,38.54277800000027,462.4999999999984,4FGL J1357.1+1921,0.72,16.1693,2.7575893,2.7488012,0.014746742,FSRQ
897,3.71000000000004e-10,4.200000000000003e-12,11.585216000000132,506999999999957.06,1.199999999999932e-12,7.357095699999995,1742.3497000000202,4FGL J1357.5+0127,0.2187,18.2254,2.1958814,2.1357348,0.14911337,BLL
898,3.9200000000000196e-10,5.850000000000269e-12,19.596803999999995,1949999999999.9214,7.229999999999485e-13,78.8202600000006,978.0396000000013,4FGL J1358.1+7642,1.585,19.033,2.3728662,2.3301299,0.044573475,FSRQ
899,6.46999999999999e-10,6.500000000000667e-12,26.92577699999992,11899999999999.18,1.2800000000000955e-12,66.19642999999962,746.4826999999918,4FGL J1359.1+5544,1.014,19.5456,2.4265208,2.3612003,0.11320511,FSRQ
900,2.2000000000000198e-10,3.679999999999853e-12,6.623296700000006,4790000000000.396,1.3499999999999793e-12,44.44741999999951,1283.0292999999988,4FGL J1359.4+0202,1.325654,17.8594,2.385009,2.295461,0.24879624,FSRQ
901,2.6099999999999993e-10,3.879999999999941e-12,13.921340999999849,13200000000001.53,2.0800000000001806e-12,49.88666000000032,442.3619999999961,4FGL J1359.7+4012,0.407,18.9416,2.608794,2.3273225,0.25969926,FSRQ
902,7.430000000000072e-10,8.899999999999754e-12,19.86122500000003,132000000000015.3,2.1799999999999746e-12,34.409270000000234,2784.941999999989,4FGL J1359.8-3746,0.334,16.6463,2.0368295,2.064937,-0.03163936,BLL
903,2.4400000000000014e-10,3.1299999999996532e-12,8.730717,16400000000000.07,4.910000000000364e-13,13.665215499999977,2209.3080000000036,4FGL J1401.2-0915,0.667,19.4169,2.0854545,1.9938531,0.1999255,FSRQ
904,1.3899999999999825e-10,1.7100000000001827e-12,6.426026300000007,282000000000024.7,1.3300000000000434e-12,17.969826000000197,4358.673999999985,4FGL J1402.6+1600,0.2442,18.271,1.9568448,1.9634712,-0.006631825,BLL
905,3.779999999999774e-11,7.219999999999348e-13,4.457363599999996,164000000000000.7,2.0000000000000902e-13,13.354726999999881,10518.729000000074,4FGL J1403.4+4319,0.493249,19.1755,1.5594558,1.4738183,0.23292872,BLL
906,4.249999999999983e-10,4.590000000000401e-12,22.45714000000011,8510000000000.247,2.1599999999998444e-13,39.74854700000004,2466.627199999982,4FGL J1404.8+6554,0.363,18.741772,1.9263681,1.864504,0.054249924,BLL
907,5.030000000000041e-10,5.959999999999502e-12,16.678298999999985,7329999999999525.0,3.3499999999996467e-12,16.28110300000001,2059.0930000000185,4FGL J1404.8+0402,0.344,17.189,2.056973,2.0478907,0.009452907,BLL
908,9.579999999999031e-11,1.6099999999998166e-12,6.715290499999997,156999999999987.6,1.780000000000024e-13,27.004478000000205,14707.367000000073,4FGL J1406.6-3934,0.37,20.661732,1.5526536,1.1894403,0.44218144,BLL
909,1.999999999999992e-10,1.9799999999998575e-12,9.668956999999992,1.2100000000001403e+17,1.739999999999999e-12,17.07878000000009,4516.908699999971,4FGL J1406.9+1643,0.54,17.083,1.7935947,1.5515018,0.22373664,BLL
910,1.7300000000000197e-09,1.8599999999999266e-11,35.743683000000004,5250000000000.517,2.2099999999999476e-12,248.93528999999742,1103.9655000000043,4FGL J1408.9-0751,1.493,18.725,2.3540058,2.331458,0.07372851,FSRQ
911,3.1399999999999705e-10,3.089999999999753e-12,11.634697999999906,250999999999977.56,1.2999999999998888e-12,11.2691329999999,1967.2932000000137,4FGL J1410.3+1438,0.14425,16.9667,2.1007702,2.0136888,0.11234017,BLL
912,4.8299999999998666e-11,3.089999999999753e-12,5.269215000000001,1.0699999999999784e+16,6.019999999999665e-13,21.46095000000009,10064.827000000003,4FGL J1410.3+6058,0.384,19.907694,1.6229523,1.3375212,0.2160569,BLL
913,2.550000000000033e-10,3.2599999999997094e-12,10.755019000000049,4099999999999664.0,2.560000000000296e-12,15.916639000000082,1779.3865000000112,4FGL J1410.4+2820,0.522091,17.8322,2.1015787,2.0052335,0.10785643,BLL
914,2.0400000000000023e-10,2.2400000000001944e-12,10.25369099999996,1569999999999875.8,2.1699999999998516e-12,28.00947400000011,2012.97610000002,4FGL J1411.8+5249,0.07649,17.4823,2.110171,2.1272314,-0.027648719,BLL
915,2.3699999999999835e-10,2.7999999999998754e-12,10.338007000000095,200000000000009.03,6.239999999999651e-13,15.87871200000009,2043.6886999999858,4FGL J1412.1+7427,0.46,18.2549,2.2041156,2.1919434,0.024233213,BLL
916,6.389999999999994e-10,7.340000000000503e-12,26.30878600000001,70000000000006.88,7.430000000000436e-13,170.44919999999914,2184.6254999999855,4FGL J1415.5+4830,0.496167,17.4976,1.944344,1.8917149,0.050405994,BLL
917,2.350000000000022e-10,3.159999999999978e-12,9.719927000000002,2000000000000090.2,4.569999999999469e-12,25.911669999999802,4486.04049999997,4FGL J1416.1-2417,0.136,18.3146,1.834965,1.7053326,0.15572388,BLL
918,6.420000000000687e-11,1.1299999999999497e-11,4.8223160000000025,6309999999999.497,7.719999999999357e-13,21.848988000000052,344.5911999999992,4FGL J1417.9+4613,1.554,17.45546,2.9706252,2.9878602,-0.029861992,FSRQ
919,1.8200000000000237e-10,2.929999999999932e-12,13.695881,1.1499999999999722e+17,9.690000000000759e-12,8.131951,12278.624999999905,4FGL J1417.9+2543,0.237,17.4618,1.4539263,1.3496157,0.11674186,BLL
920,2.830000000000003e-09,3.070000000000091e-11,60.69036500000006,5600000000000003.0,1.0899999999999424e-11,86.16844999999999,1843.8490999999801,4FGL J1418.4-0233,0.356,16.4408,1.7925262,1.6398157,0.08008033,BLL
