Index,X.name,z,Flux1.100m,Energy_Flux100,Significance,Variability_Index,Frac_Variability,Highest_Energy,nu,nufnu,PL_Index,Pivot_Energy,LP_Index,LP_beta,Gaia_G_Magnitude,Label
1,4FGL J0001.2+4741,NA,1.22E-10,1.63E-12,4.092253,20.01873,0.69284904,65.5752,1.00E+14,3.72E-13,2.2221549,2514.9417,2.2337143,-0.008456561,20.4141,bcu
2,4FGL J0001.2-0747,NA,8.23E-10,9.44E-12,23.369343,33.22868,0.33279318,86.9752,9.12E+13,1.94E-12,2.1049428,1612.6141,2.0718932,0.04876986,16.5076,bll
3,4FGL J0001.5+2113,1.106,1.36E-09,1.93E-11,44.134697,1564.4176,1.0545832,NA,1.58E+14,1.15E-12,2.659308,355.78442,2.5481505,0.15877607,18.4836,fsrq
4,4FGL J0001.6-4156,NA,3.05E-10,3.39E-12,15.6107,16.148964,0.32796606,44.8521,7.33E+15,1.90E-12,1.7558894,4009.3838,1.6675872,0.06975478,18.5019,bcu
5,4FGL J0002.1-6728,NA,2.42E-10,2.82E-12,13.141449,13.479138,0.30663496,52.1518,NA,NA,1.846469,3689.1895,1.6778738,0.16372891,18.4183,bcu
6,4FGL J0002.3-0815,NA,1.17E-10,6.18E-12,5.012555,11.524589,0.31231728,43.4288,7.59E+13,3.99E-13,1.9895958,3959.9126,1.9282347,0.15012589,19.341862,bcu
7,4FGL J0002.4-5156,NA,7.62E-11,6.18E-12,4.2994423,18.140957,0.74236494,NA,NA,NA,1.897161,4530.31,1.3496544,0.6414554,18.862066,bcu
8,4FGL J0003.1-5248,NA,3.15E-10,3.60E-12,15.321319,5.088118,0,91.645,NA,NA,1.8750632,3772.3918,1.810078,0.05651087,NA,bcu
9,4FGL J0003.2+2207,0.09983,1.35E-10,1.73E-12,4.466363,5.1751347,0,NA,8.32E+13,4.52E-13,2.210459,2572.9114,0.7698703,0.99968916,NA,bll
10,4FGL J0003.3-1928,NA,4.02E-10,2.59E-12,14.550161,45.88706,0.6441291,NA,2.29E+13,6.41E-13,2.2775729,953.7989,2.0584412,0.24640359,19.1939,bcu
11,4FGL J0003.3-5905,NA,1.30E-10,1.68E-12,6.8768315,4.4944234,0,NA,NA,NA,2.4606173,1040.6666,2.5030756,-0.045128092,NA,bcu
12,4FGL J0003.9-1149,1.30999,3.51E-10,3.21E-12,12.366488,4.358574,0,NA,2.45E+12,8.17E-13,2.0871086,1677.4374,1.9320688,0.27118722,19.3223,bll
13,4FGL J0004.0+0840,2.057129,1.92E-10,2.49E-12,6.8997116,11.35256,0.3789283,NA,3.02E+14,2.59E-13,2.035315,2554.3271,1.6673219,0.46910653,19.7616,bcu
14,4FGL J0004.3+4614,1.81,2.41E-10,2.49E-12,7.115046,44.86029,1.0609995,NA,2.57E+12,2.29E-13,2.584969,917.12274,2.526971,0.06729238,20.408297,fsrq
15,4FGL J0004.4-4737,0.88,4.36E-10,6.51E-12,19.55275,139.12305,0.88832825,NA,1.32E+13,2.52E-12,2.36556,915.58276,2.3042858,0.09203692,19.8476,fsrq
16,4FGL J0005.9+3824,0.229,4.25E-10,8.36E-12,16.455746,26.769516,0.31499016,NA,1.32E+13,7.26E-12,2.6721156,450.0627,2.5520496,0.18990411,18.3994,fsrq
17,4FGL J0006.3-0620,0.347,1.40E-10,1.43E-12,5.2548656,20.412579,0.47420785,NA,8.32E+12,8.18E-12,2.127844,2162.2083,2.1056306,0.16953455,17.1541,bll
18,4FGL J0006.4+0135,0.787,1.52E-10,1.97E-12,6.011418,6.2646704,0,19.675,2.29E+14,2.24E-13,2.0524669,2602.1719,1.7409216,0.32114387,19.6122,bcu
19,4FGL J0007.7+4008,NA,4.03E-10,4.10E-12,13.7334585,25.763365,0.459907,31.1711,NA,NA,2.1588902,1869.5715,1.9425657,0.17945859,18.7605,bcu
20,4FGL J0008.0+4711,0.28,2.05E-09,1.83E-11,47.191513,6.4340043,0,68.152,3.35E+13,1.30E-12,2.0470488,1362.5607,1.9286299,0.07913111,19.0094,bll
21,4FGL J0008.0-3937,NA,1.49E-10,1.37E-12,6.1612515,12.51474,0.3060508,NA,3.16E+12,2.68E-13,2.5832374,815.8528,2.5210016,0.4068936,20.0411,bcu
22,4FGL J0008.4-2339,0.147,1.64E-10,2.69E-12,10.347475,13.834541,0.33446735,71.1217,NA,NA,1.6560616,6562.022,1.3491105,0.27816898,18.3753,bll
23,4FGL J0008.4+1455,NA,3.43E-10,3.75E-12,12.042193,8.182927,0,18.0612,NA,NA,2.091194,2117.6416,1.9389116,0.1600625,NA,bcu
24,4FGL J0009.1+0628,1.562629,4.77E-10,5.13E-12,15.143667,13.0460005,0.21036947,45.6536,2.45E+13,1.71E-12,2.0990546,1881.5137,2.0630696,0.046000473,17.9922,bll
25,4FGL J0009.3+5030,NA,2.63E-09,2.58E-11,57.92722,148.49959,0.3876576,72.7617,1.26E+15,1.20E-12,1.9939121,1316.5792,1.8976711,0.06228566,18.1976,bll
26,4FGL J0009.7-3217,0.02542,1.59E-10,2.10E-12,7.188788,15.285743,0.57614726,12.8536,1.50E+14,2.02E-12,2.1454287,1941.9213,2.0901954,0.12845568,16.5623,rdg
27,4FGL J0009.8-4317,0.56,2.07E-10,2.43E-12,10.615041,16.922379,0.40474758,21.4499,NA,NA,2.0651708,2124.034,2.046758,0.022229282,NA,bll
28,4FGL J0009.8+1340,NA,1.18E-10,2.43E-12,4.3865776,10.738943,0.18026507,NA,1.57E+16,5.46E-13,2.1652951,2446.3928,1.9495059,0.21887067,18.85304,bcu
29,4FGL J0010.6+2043,0.6,1.73E-10,1.95E-12,5.650019,26.959314,0.703227,NA,3.63E+12,3.64E-13,2.31787,1386.2389,2.249444,0.08393108,19.3185,fsrq
30,4FGL J0010.6-3025,1.19,3.49E-10,4.52E-12,15.549888,91.594376,0.81430507,25.3734,9.66E+12,6.70E-13,2.4560356,735.7083,2.3925977,0.106107526,19.4753,fsrq
31,4FGL J0010.8-2154,NA,1.19E-10,1.54E-12,5.373616,13.163711,0.35059354,NA,NA,NA,2.3778617,1216.8711,2.4288561,-0.05275942,NA,bcu
32,4FGL J0011.4-4110,0.091,8.81E-11,1.54E-12,4.096958,4.9725018,0,NA,6.61E+14,2.96E-13,2.5804715,746.64996,2.5198011,0.15830652,18.924608,bcu
33,4FGL J0011.4+0057,1.492,4.29E-10,5.86E-12,14.145285,71.97579,0.8645765,NA,6.92E+12,8.56E-13,2.3342156,1181.6992,2.2857835,0.047320575,19.9879,fsrq
34,4FGL J0011.8-3142,NA,1.23E-10,1.26E-12,6.0288467,20.387117,0.82548934,53.2238,NA,NA,1.9735353,3338.3945,1.9186677,0.06783949,NA,bcu
35,4FGL J0013.1-3955,NA,4.18E-10,4.98E-12,18.347534,12.1377325,0.1877603,24.1047,7.24E+12,9.47E-13,2.0022683,2175.2024,1.9179044,0.11524172,18.8705,bll
36,4FGL J0013.4+0950,NA,1.68E-10,4.98E-12,5.6988473,13.359736,0.07263258,56.6724,2.07E+16,2.09E-12,2.1515617,3223.53,2.250888,-0.06723811,19.314402,bcu
37,4FGL J0013.6+4051,0.2555,1.64E-10,2.08E-12,6.5443816,11.965369,0.21067338,12.5121,6.24E+12,2.70E-12,2.1912282,2255.9749,2.2282302,-0.05117838,19.0766,agn
38,4FGL J0013.6-0424,1.075,1.65E-10,2.21E-12,4.9868426,10.031222,0,NA,1.45E+12,6.41E-13,2.3075821,2000.3036,2.2944312,-0.06943933,20.3954,fsrq
39,4FGL J0013.9-1854,0.094846,2.98E-10,3.15E-12,13.319673,4.38526,0,70.8079,8.71E+16,5.13E-12,1.9975508,2498.284,1.9552113,0.037264645,17.4041,bll
40,4FGL J0014.1+1910,0.477,2.25E-10,2.30E-12,8.114721,39.85302,0.9523104,NA,4.68E+13,1.87E-12,2.276216,1453.2975,2.1284394,0.1974029,18.3631,bll
41,4FGL J0014.1-5022,0.01,2.58E-10,2.88E-12,11.469014,2.0987236,0,76.5984,4.57E+17,2.59E-12,2.0150008,2658.6077,1.9675819,0.03362283,18.403,bll
42,4FGL J0014.2+0854,0.163,1.65E-10,2.68E-12,4.353313,9.475375,0,NA,NA,NA,2.4726174,1223.598,2.5028715,-0.036627624,19.0537,bll
43,4FGL J0014.3-0500,0.791,4.01E-10,5.09E-12,11.921756,22.06955,0.4009816,13.9262,1.10E+13,3.97E-13,2.3695645,1746.8634,2.3549309,0.035951767,18.9945,bcu
44,4FGL J0014.9+3212,NA,3.51E-10,4.03E-12,14.627672,46.48138,0.5706339,NA,1.00E+13,7.77E-13,2.6099987,569.68445,2.5612173,0.14044356,20.356,bcu
45,4FGL J0015.2+3537,0.57,1.03E-10,1.44E-12,5.7269964,7.3953557,0,98.5934,2.75E+14,5.25E-13,1.926888,5492.13,1.9560485,-0.040807247,NA,bll
46,4FGL J0015.9+2440,NA,2.48E-10,2.44E-12,9.826684,17.136227,0.37328547,NA,NA,NA,2.2468426,1757.8134,2.3192885,-0.0690817,18.0138,bcu
47,4FGL J0016.2-0016,1.57631,4.17E-10,9.95E-12,20.854485,82.135605,0.5066495,NA,2.57E+12,6.77E-13,2.7406797,372.34164,2.6136599,0.18483016,19.7838,fsrq
48,4FGL J0016.5+1702,1.709,1.51E-10,3.08E-12,5.3455086,15.78853,0.53896797,NA,NA,NA,2.6018126,543.38873,2.31253,0.29727963,NA,fsrq
49,4FGL J0017.0-0649,NA,3.88E-10,4.45E-12,13.638586,26.48202,0.3136468,46.3162,6.38E+13,1.26E-12,2.2981074,1267.8073,2.2780128,0.031068914,18.5918,bcu
50,4FGL J0017.5-0514,0.227,7.58E-10,1.22E-11,23.468843,230.15605,0.9217864,NA,8.49E+12,2.61E-12,2.563,830.78595,2.5941525,0.10512555,17.6388,FSRQ
51,4FGL J0017.8+1455,0.302712,2.36E-10,2.78E-12,8.068759,14.220094,0.4190438,NA,1.58E+14,1.44E-12,2.192974,1576.2239,2.0309079,0.19641905,NA,bll
52,4FGL J0018.4+2946,0.1,2.63E-10,3.49E-12,13.572393,4.7712183,0,87.9812,NA,NA,1.698466,5687.8086,1.5638436,0.10504266,18.1082,bll
53,4FGL J0019.2-5640,NA,2.90E-10,2.41E-12,13.454425,91.01695,1.1238974,NA,2.79E+12,3.31E-13,2.204823,1449.9862,2.1717246,0.039407466,NA,bcu
54,4FGL J0019.3-8152,NA,6.13E-10,5.91E-12,19.48469,19.439966,0.2506516,53.9177,7.54E+14,4.58E-12,2.1124363,1951.5142,2.0754688,0.041055746,16.7357,bll
55,4FGL J0019.6+7327,1.781,1.11E-09,2.11E-11,21.72999,318.91006,0.97000355,NA,2.09E+12,1.19E-12,2.6243196,989.6072,2.6070993,0.07415682,18.2861,fsrq
56,4FGL J0019.6+2022,NA,3.17E-10,3.13E-12,11.732686,15.973143,0.37297028,NA,2.29E+12,1.18E-12,2.1648295,1691.4482,2.113348,0.118588634,19.2491,bll
57,4FGL J0021.0+0322,NA,1.51E-10,1.99E-12,6.7454505,17.535103,0.507199,NA,NA,NA,1.8674644,4302.295,1.6948766,0.14454672,NA,bcu
58,4FGL J0021.5-2552,NA,6.54E-10,7.01E-12,24.498343,29.731209,0.31696346,50.5625,4.12E+14,1.50E-12,2.1214414,1301.5568,2.0815938,0.045913514,17.6187,bll
59,4FGL J0021.6-0855,0.648,1.63E-10,1.86E-12,5.8278213,10.274478,0.34240133,NA,NA,NA,2.2711666,1344.9493,2.033371,0.2510766,NA,bll
60,4FGL J0021.9-5140,0.25,5.99E-10,6.90E-12,24.845306,30.683594,0.30867282,58.1267,6.61E+14,2.09E-12,2.0653079,1643.3568,2.0532596,0.009565411,NA,bll
61,4FGL J0022.0+0006,0.306,1.04E-10,1.91E-12,7.4418435,9.303732,0,353.833,1.35E+17,7.77E-13,1.5330765,14206.8545,1.5771286,-0.05945276,NA,bll
62,4FGL J0022.1-1854,NA,8.57E-10,9.49E-12,27.492846,15.917249,0.14650735,95.5201,6.61E+13,1.81E-12,1.9422411,1479.995,1.7678608,0.105158575,17.2301,bll
63,4FGL J0022.5+0608,NA,2.08E-09,2.15E-11,48.802658,58.48233,0.25465125,36.3345,1.40E+13,2.71E-12,2.1489704,850.4303,2.0705497,0.051376164,18.8749,bll
64,4FGL J0023.7-6820,0.354,2.35E-10,5.01E-12,14.77667,33.363434,0.3767929,NA,2.26E+13,5.70E-12,2.8068578,413.80112,2.7651703,0.08253296,17.4405,bcu
65,4FGL J0023.7+4457,1.062,5.47E-10,5.84E-12,19.001429,98.550064,0.7025848,NA,NA,NA,2.436455,844.47845,2.3852985,0.07231488,19.9608,fsrq
66,4FGL J0023.9+1603,NA,2.57E-10,2.96E-12,9.085934,8.719812,0.15068759,14.9981,5.75E+13,7.61E-13,2.0652134,2201.6255,1.9383093,0.128663,19.7114,bll
67,4FGL J0024.4+4647,NA,1.22E-10,2.88E-12,4.2925086,25.589338,0.6935985,NA,NA,NA,2.540659,1027.3221,2.5683947,-0.0528851,19.0499,bcu
68,4FGL J0024.7+0349,0.545,1.63E-10,2.41E-12,6.049646,88.12025,1.9035721,28.8538,NA,NA,2.3913183,1332.0991,2.3798795,0.112696275,20.5625,fsrq
69,4FGL J0025.2-2231,0.834,1.09E-10,1.48E-12,5.4304633,9.344841,0.06868979,NA,9.44E+13,3.81E-13,2.5031378,957.5887,2.5171926,-0.036223777,19.2053,fsrq
70,4FGL J0025.7-4801,NA,3.00E-10,4.19E-12,12.301616,96.72325,1.208137,NA,1.91E+13,8.28E-13,2.2307553,1511.7467,1.9641185,0.20468971,20.3129,bcu
71,4FGL J0026.6-4600,NA,2.01E-10,2.43E-12,10.381614,13.780297,0.40731508,71.1879,NA,NA,1.9491359,2927.8499,1.9325786,0.011206574,NA,bll
72,4FGL J0028.1+7505,NA,3.65E-10,1.89E-12,10.176468,11.289211,0.19668725,NA,3.16E+13,6.55E-13,2.137679,2612.9458,1.7521334,0.4220649,20.6364,bcu
73,4FGL J0028.4+2001,1.5517,6.05E-10,6.21E-12,19.100288,81.12263,0.56784755,12.9609,2.57E+12,6.58E-13,2.4137485,797.1038,2.3585162,0.11103255,20.2315,fsrq
74,4FGL J0028.8-0112,0.082,1.12E-10,6.21E-12,4.810105,13.758508,0.51021206,NA,1.00E+14,8.65E-13,2.1475756,3036.6772,2.1410205,0.005695018,18.741772,bll
75,4FGL J0028.9+3553,NA,2.44E-10,2.45E-12,8.195793,17.623549,0.4057625,NA,7.59E+13,4.68E-13,2.3308065,1188.7821,2.3223476,0.009966631,NA,bcu
76,4FGL J0029.0-7044,NA,4.68E-10,6.52E-12,18.459526,45.4702,0.44878334,15.3715,2.09E+13,3.04E-12,2.2181256,1561.7175,2.1774933,0.03533172,19.2833,bll
77,4FGL J0029.4+2051,NA,8.91E-11,1.11E-12,6.334967,7.1238213,0,44.5603,4.79E+15,4.76E-13,1.6566781,8560.29,1.4344691,0.30380714,NA,bcu
78,4FGL J0030.2-1647,0.237,2.88E-10,4.07E-12,14.141413,34.829605,0.67299277,97.084,3.55E+15,2.12E-12,1.7863624,3909.7446,1.6412055,0.13414232,18.0089,bll
79,4FGL J0030.3-4224,0.495,1.03E-09,1.61E-11,38.766777,78.608376,0.29834393,91.8714,1.01E+13,1.70E-12,2.5236237,624.17755,2.5033674,0.05095111,17.9794,fsrq
80,4FGL J0030.6-0212,1.804,1.53E-09,1.97E-11,40.932526,725.41956,0.9593103,16.0084,3.63E+12,5.30E-13,2.403325,600.3621,2.2993689,0.12841904,19.3433,bcu
81,4FGL J0031.3+0726,NA,1.79E-10,2.27E-12,7.8806744,13.153173,0.30590862,54.3462,7.50E+14,8.90E-13,1.9156202,3832.859,1.8350496,0.08665938,18.248,bll
82,4FGL J0032.3-5522,NA,4.47E-10,5.84E-12,13.321518,292.3082,1.5125356,13.3888,NA,NA,2.282854,888.3778,2.1189375,0.1687663,NA,bcu
83,4FGL J0032.4-2849,0.323888,1.64E-10,2.35E-12,7.377357,14.111947,0.44307202,NA,4.37E+13,2.43E-12,2.3642774,1026.1088,2.3034341,0.09098506,18.4657,bll
84,4FGL J0033.3-2040,0.073,6.94E-11,2.35E-12,4.355942,4.636436,0,219.74,NA,NA,1.805528,5567.3237,1.7402605,0.08482744,18.703535,bll
85,4FGL J0033.5-1921,0.61,2.79E-09,3.18E-11,67.08987,74.2456,0.25645125,364.523,7.08E+15,8.08E-12,1.7602993,1571.1472,1.6196342,0.07244495,16.704,bll
86,4FGL J0033.9+3858,NA,2.42E-10,2.95E-12,9.1392,28.322498,0.6533565,NA,9.33E+12,2.15E-13,2.457633,907.38934,2.4148781,0.050773196,NA,bcu
87,4FGL J0034.0-4116,NA,1.93E-10,3.31E-12,9.472348,45.438416,0.82591075,NA,9.33E+12,7.51E-13,2.5772064,834.5273,2.5724854,0.018982885,18.9193,bcu
88,4FGL J0035.0-5728,NA,1.14E-10,2.27E-12,6.0688276,12.390897,0.30286404,NA,4.47E+14,1.02E-12,2.7021055,601.7941,2.65502,0.07154652,NA,bcu
89,4FGL J0035.2+1514,1.09026,1.16E-09,1.32E-11,31.938665,28.93597,0.26975292,263.987,9.71E+14,3.51E-12,1.854817,1944.4471,1.7176269,0.08106969,16.4032,bll
90,4FGL J0035.8-0837,0.032,1.18E-10,1.18E-12,4.438323,17.346119,0.51566803,NA,5.75E+12,3.52E-13,2.1029685,2421.6023,1.9748406,0.25829485,20.512562,bll
91,4FGL J0036.9+1832,1.595,2.76E-10,3.83E-12,9.326581,106.27972,1.3629011,NA,NA,NA,2.3852646,944.586,2.320947,0.11250243,20.3008,bcu
92,4FGL J0037.6+3653,0.366,1.81E-10,2.11E-12,6.114482,12.59657,0.23196587,NA,3.63E+13,1.11E-12,2.3518124,1428.5671,2.2677414,0.10734372,18.226,fsrq
93,4FGL J0037.8+1239,0.089,7.30E-10,8.18E-12,20.48258,61.536144,0.5309858,81.2487,1.12E+15,6.33E-12,2.2157862,1310.302,2.2195632,-0.004597567,17.4377,bll
94,4FGL J0037.9+2612,0.14767,1.53E-10,2.03E-12,5.7293067,5.426872,0,NA,NA,NA,2.482798,890.96436,2.3656743,0.14940092,NA,bll
95,4FGL J0038.1+0012,0.7395,4.21E-10,4.30E-12,16.237686,8.304558,0,47.4881,6.38E+13,5.86E-13,2.0260842,2171.4019,2.0066633,0.021510921,19.6645,bll
96,4FGL J0038.2-2459,1.196,1.45E-09,3.42E-12,43.556114,1644.3141,1.7992061,42.2966,2.57E+12,1.76E-12,2.2622263,703.05475,2.1645997,0.089085646,19.0088,fsrq
97,4FGL J0038.7-0204,0.22043,1.71E-10,3.15E-12,8.99877,17.618511,0.33379373,NA,NA,NA,2.8872464,383.4067,2.7456284,0.22360884,NA,rdg
98,4FGL J0039.0-0946,2.1015,2.33E-10,4.64E-12,10.6780615,17.683334,0.31074598,NA,3.02E+12,3.54E-13,2.690274,506.60794,2.6325483,0.09802725,NA,fsrq
99,4FGL J0039.1-2219,0.0615,2.37E-10,2.66E-12,12.064723,7.2018538,0,64.0777,NA,NA,1.7586851,4570.5376,1.7529684,0.004720546,17.2929,bcu
100,4FGL J0039.1+4330,NA,2.19E-10,2.66E-12,8.906135,24.894241,0.58922434,18.6758,5.62E+14,4.94E-13,2.0589235,2612.9978,2.006387,0.15314369,19.8949,bcu
101,4FGL J0040.3+4050,NA,2.18E-10,2.45E-12,9.331744,16.410917,0.45155495,118.511,1.91E+13,5.79E-13,1.9257007,5153.2227,1.984284,-0.074955806,NA,bll
102,4FGL J0040.4-2340,0.213,1.83E-10,2.25E-12,8.106419,18.178686,0.5130673,NA,3.16E+14,1.59E-12,2.3491604,1340.8136,2.3079824,0.05191687,18.4532,bll
103,4FGL J0040.9+3203,NA,1.39E-10,2.14E-12,4.5326796,16.659147,0.64108527,NA,NA,NA,2.3658698,1187.3983,1.9742998,0.5085279,NA,bcu
104,4FGL J0041.4+3800,0.38,1.50E-10,1.82E-12,7.0898066,12.342612,0.4963681,78.5282,1.80E+15,1.14E-12,1.9358172,4417.6294,1.9866525,-0.057919636,17.492,fsrq
105,4FGL J0041.7-1607,NA,7.07E-11,9.90E-13,5.0246,14.275956,0.5488483,45.8273,1.58E+14,3.88E-13,1.7193164,7311.198,1.639576,0.18582992,NA,bcu
106,4FGL J0041.9-4702,NA,6.63E-11,9.90E-13,4.2834387,8.397822,0,NA,6.92E+14,7.62E-13,1.885675,4072.099,1.6849213,0.21301726,18.683893,bcu
107,4FGL J0042.0+3640,0.47,1.66E-10,1.96E-12,6.943266,7.2202554,0,29.9866,NA,NA,2.1009848,2822.759,2.1128678,-0.015462765,NA,bll
108,4FGL J0042.2+2319,1.426,4.03E-10,5.08E-12,14.30827,15.58679,0.2837649,15.708,1.86E+12,4.24E-13,2.3218625,1199.9126,2.2299035,0.120398484,20.5038,fsrq
109,4FGL J0043.5-0442,0.48,1.81E-10,2.20E-12,7.466922,8.998507,0,16.5025,NA,NA,1.9197034,4028.828,1.8828746,0.04078972,18.5955,bll
110,4FGL J0043.6+2223,NA,1.57E-10,1.97E-12,6.109847,13.929885,0.45791787,20.4567,8.22E+13,5.61E-13,2.147298,2646.3855,2.030073,0.09146107,18.8628,bcu
111,4FGL J0043.7-1116,0.264,2.03E-10,2.78E-12,8.474913,16.632286,0.53038365,37.3085,3.02E+15,1.03E-12,1.9115086,3149.5237,1.592347,0.26773307,17.8349,bll
112,4FGL J0043.8+3425,0.966,2.65E-09,2.62E-11,56.530647,190.19281,0.44509575,109.971,5.89E+13,3.01E-13,1.9526112,1202.2004,1.864235,0.051662784,19.2347,fsrq
113,4FGL J0044.2-8424,1.032,2.04E-10,3.82E-12,7.5118146,43.068356,0.7543359,NA,9.12E+12,1.11E-12,2.6622696,680.75977,2.6612625,0.000264367,19.6388,fsrq
114,4FGL J0045.1-3706,NA,4.12E-10,6.94E-12,20.807491,102.6668,0.5581784,10.3385,5.37E+12,9.89E-13,2.5946522,505.547,2.5788999,0.024906011,17.8875,bcu
115,4FGL J0045.3+2128,NA,1.51E-09,1.91E-11,42.998238,222.41537,0.8441885,246.753,7.94E+15,5.57E-12,1.8091009,2123.0813,1.6690748,0.07630503,16.7605,bll
116,4FGL J0045.7+1217,NA,8.99E-10,1.06E-11,25.803339,37.515175,0.35393095,61.4806,NA,NA,1.9824255,2174.0698,1.9571127,0.02066096,17.5366,bll
117,4FGL J0047.1-6203,NA,4.94E-11,2.01E-12,2.9986746,7.785924,0,NA,NA,NA,2.9848895,340.78207,3.1707106,0.6378266,NA,bcu
118,4FGL J0047.9+3947,0.2517,7.81E-10,8.30E-12,26.2984,52.794594,0.41853198,51.4693,NA,NA,1.9808937,2140.3943,1.9496845,0.027746972,17.4738,bll
119,4FGL J0047.9+2233,1.161,3.88E-10,7.20E-12,10.31091,125.62031,1.2487925,22.1662,4.47E+12,3.36E-13,2.5089388,1176.5588,2.5131338,0.015077729,20.4497,fsrq
120,4FGL J0048.6-2427,NA,1.98E-10,1.92E-12,8.809429,12.27408,0.3003406,16.5106,5.62E+14,1.18E-12,2.0449753,2483.3467,1.9769828,0.10237931,18.4343,bcu
121,4FGL J0049.0+2252,0.26415,1.85E-10,2.27E-12,6.420637,7.098238,0,36.7681,1.58E+14,2.80E-13,2.2272182,2917.3953,2.201496,0.04208052,19.1211,bll
122,4FGL J0049.1+4223,0.302,1.39E-10,1.78E-12,6.2834864,14.666899,0.39451432,76.2619,NA,NA,1.9263899,4544.409,1.7699511,0.12122541,NA,bcu
123,4FGL J0049.4-5402,NA,2.83E-10,3.50E-12,12.7990265,11.345605,0.20582822,26.622,NA,NA,2.186633,1520.2329,2.0520005,0.14205176,NA,bcu
124,4FGL J0049.5-4150,NA,1.08E-10,1.48E-12,5.6263623,4.2098637,0,57.2619,6.46E+15,1.64E-12,1.992389,3563.7036,1.9327539,0.0557865,19.6421,bcu
125,4FGL J0049.6-4500,0.121,1.25E-10,2.23E-12,7.3672395,9.28371,0.08008717,NA,3.39E+12,6.94E-12,2.6326447,717.833,2.5826871,0.060025595,18.1246,bcu
126,4FGL J0049.7+0237,1.474,1.30E-09,1.25E-11,36.938816,115.451965,0.41586488,35.4143,2.29E+13,1.53E-12,2.210674,1014.31903,2.1641383,0.057245392,18.2934,bll
127,4FGL J0050.0-5736,1.797,3.85E-10,5.53E-12,19.60742,65.85706,0.5070789,NA,3.58E+12,1.40E-12,2.6166286,681.86005,2.6115556,0.008495748,17.6835,fsrq
128,4FGL J0050.4-0452,0.92,9.44E-10,1.40E-11,27.501696,206.61996,0.7796493,32.2179,3.55E+12,5.66E-13,2.3781056,855.3769,2.3358188,0.06921294,18.1873,fsrq
129,4FGL J0050.7-0929,0.635,3.93E-09,3.42E-11,76.29879,157.92975,0.30774903,101.728,1.32E+14,6.60E-12,2.016378,924.4346,1.9210192,0.061110992,15.675,BLL
130,4FGL J0051.1-0648,1.975,9.09E-10,9.21E-12,24.399693,152.87427,0.76545554,12.6528,1.48E+12,2.32E-12,2.3505692,754.0611,2.232562,0.14849661,19.4581,fsrq
131,4FGL J0051.2-6242,0.3,1.81E-09,1.63E-11,57.270428,164.28955,0.532574,122.743,9.04E+15,4.64E-12,1.7622628,2200.7866,1.5837516,0.09435062,NA,bll
132,4FGL J0051.5-4220,1.749,1.54E-10,3.64E-12,9.639533,24.078058,0.3773489,NA,1.14E+12,6.77E-13,2.796241,330.42242,2.5558639,0.28053254,18.6475,fsrq
133,4FGL J0052.9-6644,NA,1.29E-10,1.56E-12,7.2933087,7.7590876,0,NA,NA,NA,2.0534275,2711.3323,2.0534894,-0.001099693,NA,bcu
134,4FGL J0054.4+8627,NA,2.26E-10,5.35E-12,9.7152195,18.074661,0.4246611,NA,4.79E+12,2.66E-13,2.7550619,713.3224,2.667347,0.12057699,19.921,bcu
135,4FGL J0054.7-2455,0.12,7.30E-10,9.23E-12,28.226276,16.972061,0.18397312,113.344,5.65E+15,2.96E-12,1.774527,3205.0996,1.683218,0.07679502,16.5616,bll
136,4FGL J0054.8-1954,NA,1.04E-10,1.72E-12,4.2290583,21.23165,0.7534965,NA,4.90E+12,2.05E-13,2.3773654,1311.3871,2.357128,0.07247266,NA,bcu
137,4FGL J0055.1-1219,NA,4.17E-10,5.68E-12,15.103502,94.5751,0.8922698,NA,2.02E+12,4.82E-13,2.3250039,1026.6163,2.2551606,0.1317996,NA,bcu
138,4FGL J0056.3-0935,0.103147,7.22E-10,7.99E-12,24.073341,22.671005,0.2781732,310.408,1.46E+14,7.03E-12,1.8729496,2962.7505,1.8635517,0.006912174,16.9704,bll
139,4FGL J0056.4-2118,NA,9.49E-10,6.72E-12,29.538702,25.119616,0.26254743,48.1237,3.09E+14,2.11E-12,1.9121008,1603.0455,1.7324187,0.123462655,17.2453,bll
140,4FGL J0056.5-3936,NA,1.34E-10,6.72E-12,5.255428,10.340438,0,NA,8.71E+13,4.94E-13,2.1929393,2174.7717,2.0181615,0.9896269,19.57505,bcu
141,4FGL J0056.6-4452,NA,1.20E-10,1.58E-12,5.9373665,8.515421,0,NA,2.09E+13,1.10E-12,2.3866808,1252.8837,2.2175581,0.18293926,19.7772,bcu
142,4FGL J0056.6-5317,NA,1.77E-10,2.21E-12,8.976682,30.847425,0.8572003,10.7219,3.35E+14,3.90E-13,2.1774266,1789.2737,1.9428738,0.19670728,NA,bcu
143,4FGL J0056.8+1626,0.206,1.68E-10,2.26E-12,5.662456,10.791105,0.3029057,NA,1.86E+12,4.30E-13,2.1954598,1974.4243,1.8644179,0.23278727,19.7667,bll
144,4FGL J0057.0+4101,NA,1.22E-10,2.26E-12,5.380499,11.732395,0.2424513,NA,1.80E+14,6.13E-13,2.0549355,3007.7026,1.935282,0.18859833,18.79162,bcu
