Index,X.name,z,Flux1.100m,Energy_Flux100,Significance,Variability_Index,Frac_Variability,Highest_Energy,nu,nufnu,PL_Index,Pivot_Energy,LP_Index,LP_beta,Gaia_G_Magnitude,Label
2687,4FGL J2026.0-2845,0.884,1.73E-10,4.09E-12,5.5762568,22.814056,0.47085872,NA,6.25E+11,4.41E-13,2.578417,713.8023,2.4240444,0.16884694,20.3752,fsrq
2688,4FGL J2026.1+7645,NA,1.28E-10,1.92E-12,8.747838,9.5683565,0,192.221,3.39E+14,7.59E-13,1.661071,10617.214,1.5378773,0.17454214,NA,bcu
2689,4FGL J2029.1-1839,NA,2.14E-10,2.67E-12,6.536269,7.112113,0,NA,NA,NA,2.282076,1608.4868,2.1061435,0.3008218,20.2478,bcu
2690,4FGL J2030.2-0620,0.667,2.91E-10,4.47E-12,8.760567,74.90731,1.2769206,57.3379,1.78E+13,7.49E-13,2.403819,1332.7598,2.4305546,-0.047349352,NA,fsrq
2691,4FGL J2030.4-0502,0.543,1.42E-10,1.80E-12,4.7427373,13.086541,0.3934575,45.7892,1.34E+13,1.41E-12,2.002924,3559.525,1.9381306,0.05305124,19.0791,fsrq
2692,4FGL J2030.5-1439,0.234,2.12E-10,2.48E-12,9.136216,10.054999,0.015916537,43.8585,NA,NA,1.8650532,4689.6567,1.8173004,0.02990552,20.3258,bcu
2693,4FGL J2030.8-6959,NA,1.53E-10,1.80E-12,5.805852,11.992239,0.43410024,16.0445,NA,NA,2.2001176,1968.986,2.1066914,0.074130215,NA,bcu
2694,4FGL J2030.9-1621,NA,2.32E-10,2.08E-12,8.369719,10.241477,0,28.2848,2.48E+14,2.96E-13,2.1106176,2542.3545,2.0649588,0.037154872,NA,bcu
2695,4FGL J2030.9+1935,NA,8.24E-10,7.46E-12,22.916193,20.559568,0.29417148,106.846,6.31E+15,1.48E-12,1.8705647,2671.8403,1.652372,0.15761933,18.1063,bll
2696,4FGL J2031.1-2615,NA,2.68E-10,3.28E-12,9.578484,4.9831333,0,37.8541,5.72E+12,2.06E-13,2.140581,1821.7803,2.0073977,0.24632278,20.4872,bcu
2697,4FGL J2031.2-4121,NA,3.00E-10,2.05E-12,7.316909,139.41399,1.9659287,NA,NA,NA,2.3035977,1567.3538,2.2809556,0.52116275,NA,bcu
2698,4FGL J2031.8+1619,NA,1.76E-10,2.05E-12,4.7014174,12.962822,0.42940533,NA,1.10E+14,1.27E-12,2.4562178,1083.0092,2.414405,0.11676385,18.470068,bcu
2699,4FGL J2032.0+1219,1.215,4.82E-10,6.56E-12,12.295945,36.495693,0.6041881,23.7072,3.63E+12,2.53E-12,2.414479,1424.9269,2.3274813,0.12588274,19.9267,bll
2700,4FGL J2033.7+6308,NA,1.93E-10,2.11E-12,8.78155,11.442196,0.29558203,NA,1.74E+13,4.67E-13,1.8457297,6537.116,1.7408891,0.42335516,21.045,bcu
2701,4FGL J2034.6+1154,0.607,6.33E-10,1.06E-11,14.229985,50.781532,0.5470225,10.3086,1.35E+13,1.26E-12,2.5398796,1226.5603,2.4787064,0.13717791,18.531,fsrq
2702,4FGL J2034.8-4200,NA,3.41E-10,4.46E-12,13.162636,18.61591,0.4313788,38.516,4.62E+15,1.91E-12,1.9121243,3534.054,1.7781391,0.13711448,18.2069,bcu
2703,4FGL J2034.9-0450,NA,2.70E-10,3.62E-12,7.6519165,12.651975,0.32508892,19.534,2.16E+13,4.15E-13,2.2857003,1529.4329,2.1731663,0.14838935,NA,bcu
2704,4FGL J2035.4+1056,0.601,4.75E-09,5.88E-11,74.17599,2623.5137,1.223462,53.285,1.10E+13,3.02E-12,2.390672,750.0108,2.3145413,0.12363977,18.1689,fsrq
2705,4FGL J2036.4+6553,NA,6.71E-10,5.68E-12,18.546377,26.350454,0.37489796,38.357,2.66E+14,1.57E-12,2.0495775,2258.2292,1.9205296,0.14898965,18.4398,bll
2706,4FGL J2036.9-3329,0.23,2.68E-10,3.48E-12,11.551535,11.819748,0.30363336,72.2978,8.51E+14,7.41E-13,1.72566,6512.8086,1.2219082,0.24851938,NA,bll
2707,4FGL J2037.9-0504,NA,1.69E-10,1.60E-12,6.130564,6.221244,0,NA,NA,NA,1.9857854,3444.7073,1.7050507,0.22653882,NA,bcu
2708,4FGL J2039.0-1046,NA,2.12E-09,1.92E-11,46.324955,32.50003,0.19289674,38.4539,3.53E+13,3.34E-12,2.0848374,1018.5268,1.9559639,0.093200594,17.8478,bll
2709,4FGL J2039.3+2150,NA,2.00E-10,1.92E-11,5.7932215,16.667887,0.46129018,NA,8.61E+12,1.79E-13,2.4786,962.6108,2.3412824,0.27376232,18.801676,bcu
2710,4FGL J2040.0-5737,NA,3.26E-10,4.29E-12,10.622717,3.8827674,0,15.1073,3.85E+12,2.87E-13,2.402689,1220.2737,2.3885686,0.03671641,NA,bcu
2711,4FGL J2040.1-4621,NA,1.96E-10,2.46E-12,8.789486,6.5303793,0,37.0778,NA,NA,1.757257,4843.6763,1.6178818,0.13713601,NA,bcu
2712,4FGL J2040.2-7115,0.161769,4.19E-10,5.85E-12,20.301672,7.655974,0,86.4544,NA,NA,1.7119266,5186.5176,1.6428374,0.055416334,17.6814,bll
2713,4FGL J2040.2-2506,1.574,2.07E-10,2.71E-12,7.199644,7.5901976,0,NA,NA,NA,2.4552956,954.223,2.3596458,0.14306095,NA,fsrq
2714,4FGL J2040.5-1705,NA,4.11E-10,3.77E-12,13.767458,63.359962,0.6829195,NA,4.17E+12,2.39E-13,2.5412178,772.3581,2.5530229,-0.026695877,19.6168,bcu
2715,4FGL J2041.8-7319,NA,2.19E-10,3.12E-12,11.093605,4.969845,0,52.9757,6.46E+15,1.73E-12,1.8715268,4789.168,1.7190408,0.10671346,17.9588,bcu
2716,4FGL J2041.9-3735,0.098555,2.90E-10,3.29E-12,10.2202,10.146547,0.16824745,119.917,5.75E+16,3.27E-12,1.9651462,3147.6367,1.9712439,-0.007354498,17.5737,bll
2717,4FGL J2042.1+2427,0.104,4.92E-10,5.35E-12,15.433616,14.318553,0.24721368,356.791,6.03E+17,3.97E-12,1.9133356,3777.096,1.8987356,0.016664363,17.3993,bll
2718,4FGL J2042.6+1629,NA,2.10E-10,2.41E-12,7.469325,16.355719,0.54151934,43.0977,NA,NA,1.952163,4882.308,1.7040206,0.19421783,NA,bcu
2719,4FGL J2042.7-5415,NA,3.36E-10,1.36E-12,8.600777,4.363024,0,NA,NA,NA,2.2622461,1597.591,2.1875656,0.99999774,NA,bcu
2720,4FGL J2042.7-0155,NA,2.04E-10,2.52E-12,5.5615025,8.537653,0,NA,NA,NA,2.314594,1343.8862,2.285757,0.09165059,NA,bcu
2721,4FGL J2043.7+0000,NA,2.78E-10,3.11E-12,8.878548,14.978965,0.39052138,15.4646,NA,NA,2.270394,1587.7118,2.2604644,0.027288739,17.94,bcu
2722,4FGL J2044.0+1036,NA,2.02E-10,2.59E-12,5.3805604,41.42073,1.1336237,NA,1.93E+14,8.25E-13,2.179696,2452.9253,0.7064997,0.9999826,17.6435,bcu
2723,4FGL J2045.1-2346,NA,2.68E-10,2.85E-12,9.93487,5.9727745,0,13.2844,3.98E+14,1.38E-12,2.0192695,2687.6826,1.9321226,0.087368876,18.1477,bcu
2724,4FGL J2046.6-1012,NA,2.12E-10,2.15E-12,7.337939,6.40777,0,27.1936,1.00E+15,2.01E-12,1.9485784,3294.4653,1.9079016,0.074303515,17.2651,bcu
2725,4FGL J2046.8-4258,NA,1.98E-10,2.50E-12,6.4050684,26.194561,0.7202676,NA,NA,NA,2.1344414,1921.4612,1.8902122,0.27508476,19.9313,bcu
2726,4FGL J2047.1-7400,0.526,1.14E-10,1.69E-12,4.193293,4.687718,0,NA,1.84E+13,2.43E-12,2.6502583,760.477,2.6075153,0.051714282,18.350237,fsrq
2727,4FGL J2047.9-3122,NA,2.63E-10,2.63E-12,8.106822,15.938871,0.4291571,NA,NA,NA,2.04513,2577.148,1.945057,0.12185899,18.5215,bcu
2728,4FGL J2048.6-6804,NA,3.44E-10,4.06E-12,12.510652,10.835346,0.11957903,61.1587,3.98E+14,2.59E-12,2.1672108,1976.5104,2.1327724,0.041414924,NA,bll
2729,4FGL J2049.0+1647,NA,2.31E-10,3.84E-12,6.9291315,12.241565,0.45505735,NA,NA,NA,2.217257,2425.2349,2.2093606,0.023381714,NA,bcu
2730,4FGL J2049.7-0036,0.25,5.28E-11,9.74E-13,4.13123,8.242205,0,349.721,NA,NA,1.5354745,18745.232,1.5368634,-0.04159717,NA,bll
2731,4FGL J2049.9+1002,NA,8.65E-10,9.97E-12,22.104397,60.44102,0.41637322,NA,1.15E+12,1.04E-12,2.5030174,640.3386,2.3943548,0.14625742,NA,bcu
2732,4FGL J2049.9-2453,NA,1.52E-10,9.97E-12,4.525989,18.800196,1.0823603,NA,2.72E+14,5.66E-13,2.3468466,1679.475,2.053941,0.56652397,19.303196,bcu
2733,4FGL J2050.0+0408,NA,7.39E-10,8.76E-12,20.384169,14.355961,0.16238667,72.8313,2.04E+13,1.99E-12,2.2859023,1200.71,2.2826166,0.004160989,18.3481,bll
2734,4FGL J2050.4-2627,1.633,5.72E-10,5.22E-12,15.233239,103.1462,0.96024215,NA,6.53E+12,1.11E-12,2.2193902,1248.4052,2.0563576,0.17791216,19.6653,fsrq
2735,4FGL J2052.2-5533,NA,1.09E-09,1.33E-11,31.91213,481.5343,1.1227041,22.7407,NA,NA,2.301251,965.6358,2.255082,0.069616474,19.5676,bcu
2736,4FGL J2052.5+0810,NA,4.72E-11,9.41E-13,4.2828608,10.473432,0,41.1159,NA,NA,1.492322,18747.271,0.8784185,0.9971886,NA,bll
2737,4FGL J2054.0+7024,NA,1.52E-10,1.51E-12,4.7482724,3.3958364,0,NA,4.22E+13,2.15E-13,2.2369728,3087.933,2.2408094,-0.015580001,NA,bcu
2738,4FGL J2054.8+0015,0.151,2.36E-10,3.09E-12,9.478211,11.183237,0.305964,112.173,6.24E+12,4.53E-13,1.8172979,5655.568,1.8207995,-0.003804927,18.3362,bll
2739,4FGL J2055.4-0020,0.44,3.24E-10,3.92E-12,11.193894,12.643373,0.18825494,60.1549,4.57E+17,6.43E-12,1.8420897,4709.4395,1.7433474,0.079952285,18.3273,bll
2740,4FGL J2055.4-0504,0.342,1.64E-10,3.92E-12,5.085654,5.4686084,0,NA,3.02E+14,8.07E-13,2.2646577,1629.2277,2.2454314,0.06706143,19.197563,bll
2741,4FGL J2055.8+1545,1.112,2.25E-10,3.32E-12,6.000674,20.910625,0.68857914,NA,NA,NA,2.3969536,1173.2518,2.4542959,0.2156376,NA,bcu
2742,4FGL J2056.2-4714,1.489,4.66E-09,6.75E-11,102.74412,1325.4397,0.50040025,56.2388,4.50E+12,8.42E-12,2.4534748,447.9735,2.3529332,0.10737585,17.6867,fsrq
2743,4FGL J2056.4-4904,NA,1.15E-10,3.08E-12,4.319126,13.075937,0.15633737,NA,NA,NA,2.6965547,720.02203,2.2899323,0.94279903,NA,bcu
2744,4FGL J2056.5-0202,NA,3.74E-10,5.13E-12,11.92748,49.945076,0.691207,NA,2.45E+13,1.78E-13,2.5173972,717.2616,2.4423416,0.13075626,20.5647,bcu
2745,4FGL J2056.7-3209,NA,1.62E-10,2.66E-12,5.1784024,6.3836145,0,NA,4.79E+12,1.78E-12,2.6068685,680.22095,2.5804904,0.07755236,18.8138,bll
2746,4FGL J2057.4-0723,1.875,2.03E-10,4.97E-12,8.777578,20.92536,0.4246357,NA,2.75E+12,3.17E-13,2.7720644,449.87222,2.679825,0.13896964,20.4571,bcu
2747,4FGL J2058.8-1442,0.07775,1.46E-10,2.06E-12,6.3090005,7.1652603,0,37.3052,NA,NA,1.9969767,4175.4463,2.057539,-0.05318877,17.7004,bcu
2748,4FGL J2100.0+2103,NA,2.19E-10,2.06E-12,5.35805,22.209995,0.7599451,NA,2.04E+13,4.02E-13,2.4265585,1151.3619,2.3193982,0.13192235,19.816277,bcu
2749,4FGL J2101.3+0912,NA,1.89E-10,2.57E-12,5.8694954,6.418667,0,NA,NA,NA,2.0617325,3137.4458,2.1005194,-0.048616283,NA,bcu
2750,4FGL J2101.4-2935,1.492,2.02E-10,4.08E-12,8.267316,28.864235,0.5661944,NA,NA,NA,2.8067174,406.16653,2.7219713,0.18220875,18.6241,fsrq
2751,4FGL J2103.0+0342,NA,2.36E-10,3.68E-12,6.8211155,17.456532,0.47539404,NA,1.75E+13,1.25E-13,2.473265,942.93994,2.453942,0.05772254,NA,bcu
2752,4FGL J2103.2-2114,NA,1.67E-10,1.51E-12,6.1068807,6.374305,0,12.7596,NA,NA,2.2034974,2023.581,2.166512,0.038297553,NA,bcu
2753,4FGL J2103.4-7816,NA,2.22E-10,1.51E-12,5.5083375,6.5444345,0,NA,3.89E+12,7.77E-13,2.367834,1950.5557,2.1467738,0.9999703,20.640081,bcu
2754,4FGL J2103.7-1112,NA,1.10E-09,6.22E-12,23.732922,14.599374,0.1283524,11.7138,NA,NA,2.136142,1340.0331,1.7847602,0.46797243,NA,bcu
2755,4FGL J2103.8-6233,NA,1.75E-09,1.45E-11,47.601402,39.85294,0.21700612,93.4588,8.51E+14,3.26E-12,2.005434,1231.8632,1.8579279,0.10795457,NA,bll
2756,4FGL J2104.0-3546,NA,4.87E-10,6.33E-12,14.952366,80.53152,0.6930615,NA,7.00E+13,1.26E-12,2.3678787,992.5543,2.3443696,0.033418346,19.1943,bcu
2757,4FGL J2104.3-0212,NA,1.85E-10,2.61E-12,10.097433,10.5143,0.16021362,113.862,3.55E+15,1.65E-12,1.6621983,7777.892,1.574591,0.08908203,18.0966,bll
2758,4FGL J2104.7+0108,NA,1.53E-10,2.12E-12,4.5541887,19.363663,0.5851404,22.7971,2.00E+14,8.23E-13,2.111361,2500.269,1.9076883,0.22570392,19.4122,bcu
2759,4FGL J2105.2-5143,NA,1.38E-10,2.42E-12,5.1332994,13.728715,0.37361985,NA,NA,NA,2.4116209,1235.2278,2.409009,0.003652416,19.3303,bcu
2760,4FGL J2106.9+2455,NA,1.19E-10,3.18E-12,2.8936174,25.364367,0.9100874,NA,1.10E+13,7.85E-13,2.6201413,624.9574,NA,NA,19.7266,bcu
2761,4FGL J2107.6-4148,NA,2.12E-10,2.25E-12,7.6033745,6.5987606,0,NA,NA,NA,2.4287343,922.2194,2.3488338,0.10828404,NA,bcu
2762,4FGL J2108.2-2454,NA,3.35E-10,6.40E-12,13.032768,35.004837,0.46865883,NA,NA,NA,2.5824819,616.98694,2.5468345,0.046257585,18.5903,bcu
2763,4FGL J2108.3-4824,NA,1.05E-10,6.40E-12,4.3677397,11.186512,0.2693043,NA,6.92E+13,4.17E-13,2.7905505,505.32977,2.7826977,0.01812823,19.48529,bcu
2764,4FGL J2108.5+1434,2.017,3.07E-10,7.01E-12,11.186413,48.315044,0.6082318,NA,6.76E+12,2.71E-13,2.765415,451.9537,2.6968873,0.1727791,19.923,fsrq
2765,4FGL J2108.7-0250,0.149,3.45E-10,3.99E-12,12.311429,8.9297905,0,56.0634,8.32E+15,1.05E-12,2.043974,2462.0613,2.0599627,-0.020707643,17.3588,bll
2766,4FGL J2108.9-6638,NA,7.23E-10,7.45E-12,26.171614,9.728026,0.028162152,57.0984,1.10E+14,1.60E-12,2.1165648,1607.784,2.111245,0.006254231,18.2955,bll
2767,4FGL J2109.6+0440,NA,2.91E-10,3.27E-12,8.068852,7.1070232,0,NA,NA,NA,2.2485135,2048.41,2.2298868,0.029306648,18.6197,bll
2768,4FGL J2109.8-8618,NA,2.35E-10,3.40E-12,11.809217,6.144351,0,88.5502,2.24E+15,9.02E-13,1.7617756,6631.9814,1.7121123,0.0429587,NA,bcu
2769,4FGL J2110.2-1021,2.5004,1.73E-10,2.94E-12,4.9512157,9.91541,0.19545273,NA,1.86E+12,5.57E-13,2.5506694,745.3656,2.4610765,0.16409859,18.7185,fsrq
2770,4FGL J2110.3+0808,1.58,4.74E-10,7.22E-12,11.997402,79.113045,0.8699165,NA,5.31E+12,4.55E-13,2.396214,1049.1078,2.3534296,0.07094866,19.972,fsrq
2771,4FGL J2110.3+0404,NA,2.50E-10,3.21E-12,7.923998,14.995182,0.39285564,24.4154,4.06E+14,2.40E-13,2.0744119,3178.7998,2.030385,0.04350698,NA,bcu
2772,4FGL J2112.7+0819,NA,4.78E-10,6.04E-12,15.853683,26.362356,0.50252265,66.8642,1.00E+16,2.29E-12,1.9069424,3971.9197,1.7547842,0.13682897,18.4368,bll
2773,4FGL J2114.7+3130,NA,4.33E-10,5.82E-12,11.004817,12.511001,0.22697002,18.9238,4.17E+12,2.58E-13,2.344908,1276.3206,2.2699115,0.098249726,NA,bcu
2774,4FGL J2114.8+2831,2.345,2.44E-10,4.38E-12,6.5694675,35.255486,0.5803475,NA,9.77E+11,4.11E-13,2.7117903,713.6991,2.6697237,0.122451,18.5504,fsrq
2775,4FGL J2114.8+2026,NA,1.60E-10,2.34E-12,5.399281,23.550455,0.64555913,18.8259,NA,NA,2.106327,2989.5164,2.0556157,0.04671583,19.5747,agn
2776,4FGL J2115.2+1218,NA,3.53E-10,3.85E-12,11.915117,21.294361,0.5413296,119.159,7.59E+14,5.08E-13,2.0099163,3190.1274,2.0325344,-0.02367208,NA,bcu
2777,4FGL J2115.4+2932,1.514,3.03E-09,2.35E-11,54.254326,635.71576,0.72145915,19.9782,4.17E+12,1.14E-12,2.3304124,839.3679,2.243468,0.10798415,18.8541,fsrq
2778,4FGL J2115.6-4938,NA,2.34E-10,2.64E-12,9.456243,4.2728715,0,42.9004,NA,NA,2.0644326,2429.8464,1.957139,0.087287694,NA,bcu
2779,4FGL J2115.8+6753,NA,1.22E-10,2.64E-12,4.066545,8.621528,0,NA,3.98E+13,3.17E-13,1.8667502,6088.3706,1.3637874,0.6195781,20.620981,bcu
2780,4FGL J2115.9-0113,0.305,3.38E-10,3.98E-12,10.582432,13.136771,0.29047033,NA,9.12E+13,1.41E-12,2.1069314,1951.9176,1.9985089,0.12743789,NA,bll
2781,4FGL J2116.2+3339,0.35,3.43E-09,3.08E-11,62.552494,138.4525,0.357667,77.617,7.94E+14,3.93E-12,1.8997059,1649.2391,1.7467119,0.09836473,16.4897,bll
2782,4FGL J2116.3+1015,NA,1.38E-10,3.08E-11,4.0816455,8.142036,0,NA,3.02E+14,1.33E-13,2.4446945,1037.6096,1.0293093,0.9999908,20.935581,bcu
2783,4FGL J2117.8-1521,NA,1.34E-10,2.24E-12,3.924018,5.5350137,0,NA,2.99E+12,3.94E-13,2.3880138,1338.4274,2.3515081,0.04162148,20.5954,bcu
2784,4FGL J2117.8-3243,0.215276,2.85E-10,3.29E-12,8.717833,8.162031,0,22.8742,3.43E+15,2.60E-12,2.029143,3559.7917,2.0497117,-0.026123982,18.5566,bll
2785,4FGL J2118.0+0019,0.463,1.66E-10,2.92E-12,5.3329597,30.445074,1.002563,NA,6.24E+12,1.10E-12,2.5723736,660.1004,2.2461693,0.40655524,NA,fsrq
2786,4FGL J2118.8-0723,0.260015,1.12E-10,3.20E-12,3.828449,16.933395,0.53454405,NA,7.33E+14,1.57E-12,2.8200145,399.61365,2.75792,0.13960332,19.3388,nlsy1
2787,4FGL J2119.0-3317,NA,3.20E-10,1.30E-12,7.182064,13.171363,0.3381353,NA,4.90E+12,2.66E-13,2.3136077,2200.7783,2.095373,0.9947259,NA,bcu
2788,4FGL J2119.6-1105,1.844,3.88E-10,3.31E-12,12.81409,145.17224,1.2136594,NA,4.47E+12,2.50E-13,2.3651042,1159.5596,2.3193328,0.07744583,NA,fsrq
2789,4FGL J2120.6-1254,0.582,2.72E-10,4.09E-12,9.329392,33.43232,0.786499,NA,NA,NA,2.3361971,1325.1093,2.311099,0.060076702,NA,bcu
2790,4FGL J2120.6-6114,1.017,1.37E-10,4.09E-12,5.605356,19.130377,0.6367449,NA,8.04E+12,6.46E-13,2.2919993,1521.2028,2.1482735,0.19195399,18.134764,fsrq
2791,4FGL J2121.0+1901,2.18,2.20E-09,2.20E-11,46.83263,27.372623,0.14442591,37.2822,6.68E+12,1.52E-13,2.2199636,878.28613,2.155681,0.05739683,20.3187,fsrq
2792,4FGL J2123.6+0535,1.941,4.26E-10,5.53E-12,12.531265,25.852713,0.45073196,29.1975,4.32E+12,2.25E-12,2.389792,1027.3341,2.3815346,0.01996011,19.0536,fsrq
2793,4FGL J2123.8-3148,NA,1.50E-10,2.95E-12,4.5355425,11.258295,0.24375436,NA,NA,NA,2.6022766,634.45483,2.1998959,0.5233372,NA,bcu
2794,4FGL J2126.1-3922,NA,2.16E-10,2.71E-12,7.584227,15.904424,0.45546094,NA,NA,NA,2.2304142,1735.3109,2.256153,-0.03846775,19.5644,bcu
2795,4FGL J2126.3-4605,1.67,8.08E-10,1.49E-11,28.60243,625.128,1.2032142,NA,3.16E+12,1.20E-12,2.5543292,566.90015,2.532166,0.04162718,18.3489,FSRQ
2796,4FGL J2126.5+1842,NA,2.04E-10,1.98E-12,7.212017,12.776757,0.33236638,NA,NA,NA,2.067372,3303.022,2.107309,-0.036108293,18.6358,bcu
2797,4FGL J2127.6-5959,0.005784,1.15E-10,1.37E-12,6.0903926,10.934052,0.43646917,49.4979,NA,NA,1.902034,4028.4126,1.7785653,0.15441829,NA,bcu
2798,4FGL J2127.7+3612,NA,1.25E-09,1.09E-11,26.955257,49.35507,0.41740423,37.6451,3.80E+15,3.72E-12,1.9906721,1863.2344,1.812103,0.12740122,17.6979,bll
2799,4FGL J2130.2-7320,0.056502,1.25E-10,1.66E-12,4.9815454,12.526047,0.25903475,NA,3.16E+15,1.34E-12,2.1528776,2201.2087,1.827418,0.32094494,NA,bll
2800,4FGL J2130.4-4241,NA,2.07E-10,3.65E-12,7.020893,235.65903,2.573019,NA,NA,NA,2.4378984,915.5656,2.351631,0.14535592,NA,bcu
2801,4FGL J2130.8-6623,NA,7.96E-10,3.85E-12,23.997677,10.746939,0.070187554,NA,NA,NA,2.2493837,1150.7341,1.8029065,0.63773805,NA,bcu
2802,4FGL J2131.0-2746,0.38,8.22E-10,8.51E-12,27.50115,27.983522,0.31943208,139.673,1.38E+16,2.62E-12,1.7927285,2442.4612,1.6220651,0.12123543,17.299,bll
2803,4FGL J2131.5-0916,0.449,6.51E-10,7.65E-12,20.358961,26.366253,0.3353417,99.1818,2.92E+16,3.45E-12,1.9888407,2342.9158,1.9852124,0.00276032,17.2311,bll
2804,4FGL J2131.7-2515,0.86,3.00E-10,3.56E-12,12.512341,11.320794,0.20127541,74.1876,NA,NA,1.8430922,3697.9316,1.7363955,0.12438517,18.1539,bll
2805,4FGL J2132.0-5418,NA,3.66E-10,5.89E-12,12.937949,54.26829,0.65258485,NA,4.73E+12,3.50E-13,2.4158797,921.5583,2.3853898,0.07622263,NA,bcu
2806,4FGL J2133.0+2610,NA,2.91E-10,3.42E-12,6.81152,8.070622,0,NA,5.96E+13,2.48E-13,2.4298055,1399.4133,2.4607139,0.3507167,20.2422,bcu
2807,4FGL J2133.1+2529,NA,2.31E-10,3.42E-12,8.441115,15.609542,0.45095283,42.0023,NA,NA,1.9646828,4176.8193,1.9240078,0.039676074,18.764591,bll
2808,4FGL J2133.6+1439,NA,1.03E-10,2.92E-12,3.8631978,21.081902,0.7937366,NA,NA,NA,2.8268647,551.8329,2.8552747,-0.058868624,NA,bcu
2809,4FGL J2133.9+6646,NA,8.86E-10,1.08E-11,19.9753,52.854218,0.5375623,65.2133,2.45E+15,1.27E-12,2.0892446,2905.5613,2.0102098,0.08301369,19.7898,bll
2810,4FGL J2134.2-0154,1.283,1.08E-09,1.22E-11,30.164316,103.16365,0.50890994,22.2818,8.32E+12,5.58E-12,2.2952821,1049.1182,2.2584307,0.054509122,18.3285,bll
2811,4FGL J2134.3-6511,NA,1.92E-10,2.16E-12,7.413197,16.99832,0.4871212,NA,2.29E+13,5.99E-13,2.3106277,1974.3517,2.2831442,0.021483023,20.1712,bcu
2812,4FGL J2134.5-2130,NA,7.77E-10,9.86E-12,23.808722,43.384953,0.43038896,152.288,1.45E+14,8.20E-13,1.9962465,2061.3474,1.9281484,0.07140508,18.8681,bll
2813,4FGL J2135.3-5006,2.181,8.54E-10,1.32E-11,28.750978,59.93048,0.3229282,11.9927,3.85E+12,3.13E-13,2.430213,728.4928,2.3942316,0.073419295,20.1778,fsrq
2814,4FGL J2136.2+0032,1.941,1.97E-10,3.49E-12,9.93487,111.22937,1.1336799,NA,NA,NA,2.8774724,330.17276,2.7511673,0.22343414,NA,fsrq
2815,4FGL J2136.2-0642,0.939939,1.37E-10,2.64E-12,5.057033,10.435947,0.2979182,NA,9.59E+12,4.92E-13,2.5245962,940.645,2.5263762,-0.004013938,18.4434,bcu
2816,4FGL J2137.4-3209,NA,1.35E-10,1.63E-12,5.865643,13.115911,0,18.0169,NA,NA,1.9099249,3590.8662,1.6993451,0.22582072,NA,bcu
2817,4FGL J2138.3+3556,NA,1.59E-10,2.00E-12,5.2835774,9.492057,0,43.4052,1.86E+14,6.66E-13,1.9131839,4614.3193,1.793253,0.13473111,20.7412,bcu
2818,4FGL J2138.8-2055,0.29,1.38E-10,1.97E-12,7.958465,10.310409,0,33.5304,NA,NA,1.7632864,5730.803,1.5582322,0.20957156,19.0492,bll
2819,4FGL J2139.2-2214,NA,1.54E-10,1.97E-12,5.945666,8.274719,0,NA,1.41E+14,2.74E-13,2.5581334,813.4126,2.6033218,-0.07278513,19.79172,bcu
2820,4FGL J2139.4-4235,NA,5.62E-09,4.24E-11,96.85205,807.3896,0.55704784,152.074,2.51E+14,6.77E-12,2.0122356,854.7093,1.9292228,0.049140666,15.3657,bll
2821,4FGL J2139.9+3910,NA,1.67E-10,4.24E-11,4.1877537,16.708708,0.4547666,NA,NA,NA,2.7565475,500.47217,2.7064745,0.042762164,19.567938,bcu
2822,4FGL J2140.5-6731,NA,7.87E-11,3.04E-12,6.400409,35.077896,1.0432075,NA,NA,NA,2.8645952,565.7347,2.6527238,0.9977075,NA,bcu
2823,4FGL J2141.4+2947,NA,1.62E-10,2.18E-12,4.8580947,17.092466,0.69025433,NA,NA,NA,2.2187898,2028.1764,2.0491197,0.27385363,NA,bcu
2824,4FGL J2141.7-6410,NA,2.86E-09,3.13E-11,69.6772,1711.7767,0.9302709,37.4434,1.10E+13,8.52E-13,2.3330238,634.7379,2.233586,0.10268931,17.5872,bcu
2825,4FGL J2141.8-3727,0.423,4.25E-10,7.23E-12,15.939443,49.01522,0.43143463,NA,2.82E+13,1.07E-12,2.6226625,547.8797,2.6084096,0.025845548,18.2696,fsrq
2826,4FGL J2142.4+3659,NA,2.83E-10,2.99E-12,9.243015,13.35019,0.25138366,25.9768,NA,NA,1.9608763,4374.558,1.9505086,0.009856708,NA,bcu
2827,4FGL J2142.5-2552,NA,3.93E-10,3.76E-12,12.936927,53.85051,0.69948477,NA,NA,NA,2.2085009,1295.9235,2.0976446,0.12686282,20.3562,bcu
2828,4FGL J2142.7-0437,0.344,2.00E-10,2.81E-12,7.3032994,10.491195,0.24317463,NA,2.96E+13,2.09E-12,2.29698,1578.1613,2.2453828,0.04625398,17.1572,fsrq
2829,4FGL J2142.8+1958,NA,1.50E-10,1.80E-12,7.138213,23.763823,0.63129824,44.1061,6.31E+14,4.24E-13,1.7948155,6137.153,1.5857098,0.18951313,19.0232,bcu
2830,4FGL J2143.0-5501,1.92,1.13E-11,3.05E-12,5.5499773,12.226613,0.37755686,NA,3.10E+12,3.19E-13,3.0115697,281.75317,2.939993,0.9999516,NA,bcu
2831,4FGL J2143.1-3929,0.429,4.75E-10,6.20E-12,15.062917,48.393875,0.6499827,33.5494,1.05E+15,1.04E-12,2.1389253,1680.1906,2.1448662,-0.005878216,18.0492,bll
